id_publication;date_pub;article_title;categorie;nbr_authors
reference/cn/Sterratt14d;2017-07-12;Q10: The Effect of Temperature on Ion Channel Kinetics.;incollection;1
reference/cn/Linster14b;2017-07-12;Olfaction: Overview.;incollection;1
reference/cn/LempkaM14a;2017-07-12;Resistivity/Conductivity of Extracellular Medium.;incollection;2
reference/cn/Edelstein14;2017-07-12;Modeling of Bimolecular Reactions.;incollection;1
reference/cn/WilsonF14;2017-07-12;Subthalamic Nucleus Cellular Models.;incollection;2
reference/cn/Blackwell14c;2017-07-12;Particle-Based Stochastic Simulators.;incollection;1
reference/cn/Riecke14;2017-07-12;Olfactory Computation and Adult Neurogenesis.;incollection;1
reference/cn/Terman14;2017-07-12;Subthalamopallidal Loop and Oscillations.;incollection;1
reference/cn/TreschJ14;2017-07-12;Spinal and Neuromechanical Integration: Overview.;incollection;2
reference/cn/Hilgetag14;2018-11-02;Connectivity Analysis in Normal and Pathological Brains.;incollection;1
reference/cn/Bojak14a;2017-07-12;Neural Population Models and Cortical Field Theory: Overview.;incollection;1
reference/cn/GutigS14;2017-07-12;Tempotron Learning.;incollection;2
reference/cn/Wilson14;2017-07-12;Large-Scale Neural Networks: Vision.;incollection;1
reference/cn/Heil14;2017-07-12;Auditory Nerve Response, Afferent Signals.;incollection;1
reference/cn/Anastasio14a;2017-07-12;Modeling Cerebellar Learning: Input Minimization.;incollection;1
reference/cn/SkinnerF14;2018-11-02;Hippocampus, Model Inhibitory Cells.;incollection;2
reference/cn/Cannon14;2017-07-12;PSICS: The Parallel Stochastic Ion Channel Simulator.;incollection;1
reference/cn/Schoner14;2017-07-12;Embodied Cognition, Dynamic Field Theory of.;incollection;1
reference/cn/BowerCB14;2017-07-12;GENESIS, The GEneral NEural SImulation System.;incollection;3
reference/cn/WeberW014;2020-10-26;Peripheral Nerve Interfaces: Overview.;incollection;3
reference/cn/Cuntz14;2017-07-12;Models of Fly Lobula Plate Tangential Cells (LPTCs).;incollection;1
reference/cn/FergusonS14a;2018-11-02;Hippocampus, Model Excitatory Cells.;incollection;2
reference/cn/2014;2017-05-16;Encyclopedia of Computational Neuroscience;book;0
reference/cn/Rubin14a;2017-07-12;Comparative Analysis of Half-Center Central Pattern Generators (CPGs).;incollection;1
reference/cn/Cleland14;2017-07-12;Olfactory Computation in Glomerular Microcircuits.;incollection;1
reference/cn/Renaud14;2017-07-12;Neuromorphic Engineering: Overview.;incollection;1
reference/cn/Schemmel14;2017-07-12;Neuromorphic Hardware, Large Scale.;incollection;1
reference/cn/Bhadra14;2017-07-12;Peripheral Nerve Interface Applications: Neuropathic Pain.;incollection;1
reference/cn/GuantesAP14;2017-07-12;Biophysics of Adaptation in a Computational Model of the Leech T Neuron.;incollection;3
reference/cn/Druckmann14;2017-07-12;Evolutionary Algorithms.;incollection;1
reference/cn/Skinner14;2018-11-02;Gamma and Theta Oscillations, Hippocampus: Overview.;incollection;1
reference/cn/Hill14;2017-07-12;Cortical Columns, Models of.;incollection;1
reference/cn/Mesgarani14;2017-07-12;Stimulus Reconstruction from Cortical Responses.;incollection;1
reference/cn/Gastpar14a;2017-07-12;Information Measures of Redundancy and Synergy in Neural Activity.;incollection;1
reference/cn/Fuentes14;2017-07-12;Spinal Stimulation for Parkinson Treatment.;incollection;1
reference/cn/Shew14;2017-07-12;Neuronal Avalanches.;incollection;1
reference/cn/GaspariniM14;2017-07-12;Action Potential Backpropagation.;incollection;2
reference/cn/Holmes14c;2017-07-12;Electrotonic Length, Formulas and Estimates.;incollection;1
reference/cn/Ermentrout14;2017-07-12;Phase Models, Noisy.;incollection;1
reference/cn/BlackwellJ14;2019-10-19;Protein Kinase A, Models of.;incollection;2
reference/cn/Pei14;2017-07-12;Somatosensory Cortex: Neural Coding of Motion.;incollection;1
reference/cn/Kinzer-Ursem14;2017-07-12;Metabotropic Receptors (G Protein-Coupled Receptors).;incollection;1
reference/cn/BarrettS14;2017-07-12;Directed Spectral Methods.;incollection;2
reference/cn/HinesC14;2017-07-12;NEURON Simulation Environment.;incollection;2
reference/cn/BedardD14;2017-07-12;Local Field Potential Interaction with the Extracellular Medium.;incollection;2
reference/cn/Saighi14;2017-07-12;Neuromorphic Technologies, Memristors.;incollection;1
reference/cn/Goldman14;2017-07-12;Failure of Averaging.;incollection;1
reference/cn/Dupont14;2017-07-12;Calcium Release, Models of.;incollection;1
reference/cn/Hipp14;2017-07-12;Time-Frequency Analysis.;incollection;1
reference/cn/Wimmer14;2017-07-12;Adaptation in Sensory Cortices, Models of.;incollection;1
reference/cn/Heinze14;2017-07-12;Polarization Vision.;incollection;1
reference/cn/Riera14a;2017-07-12;Brain Imaging: Overview.;incollection;1
reference/cn/Maex14;2017-07-12;Nernst-Planck Equation.;incollection;1
reference/cn/Cohen14;2017-07-12;Deep Cerebellar Nuclei.;incollection;1
reference/cn/Linares-BarrancoS14;2017-07-12;Neuromorphic Sensors, Vision.;incollection;2
reference/cn/AckermannB14;2017-07-12;Peripheral Nerve Stimulation Technique: Nerve Block.;incollection;2
reference/cn/WeberM14;2017-07-12;Sensory Coding, Efficiency.;incollection;2
reference/cn/Engbers14;2017-07-12;Low-Voltage-Activated Calcium Channels.;incollection;1
reference/cn/Wojcik14;2017-07-12;Current Source Density (CSD) Analysis.;incollection;1
reference/cn/MayerichCK14;2017-07-12;Reconstruction, Techniques, and Validation.;incollection;3
reference/cn/EsceraAG14;2017-07-12;Auditory Evoked Brainstem Responses.;incollection;3
reference/cn/Grun14b;2017-07-12;Unitary Event Analysis.;incollection;1
reference/cn/Curthoys14;2017-07-12;Vestibular Otoliths, Response to Vibration and Sound.;incollection;1
reference/cn/Shinomoto14;2017-07-12;Estimation of Neuronal Firing Rate.;incollection;1
reference/cn/Potthast14;2017-07-12;Amari Model.;incollection;1
reference/cn/Hutt14;2017-07-12;Neural Field Model, Continuum.;incollection;1
reference/cn/TingA14;2017-07-12;Neuromechanics of Postural Control.;incollection;2
reference/cn/Torben-Nielsen14;2017-07-12;Synthetic Neuronal Morphology.;incollection;1
reference/cn/Prescott14;2017-07-12;Chloride Channels.;incollection;1
reference/cn/Smolinski14;2017-07-12;Automated Parameter Search in Small Network Central Pattern Generators.;incollection;1
reference/cn/Imaizumi14;2017-07-12;Auditory Thalamocortical Transformations.;incollection;1
reference/cn/Fernandez14;2018-03-14;Visual Prosthesis, Cortical Devices.;incollection;1
reference/cn/Powers14;2017-07-12;Compartmental Models of Spinal Motoneurons.;incollection;1
reference/cn/FiddymentSK14;2017-07-12;Functional Network Observations of Diseased Brain States.;incollection;3
reference/cn/Ayton14;2019-06-02;Prosthetic Vision, Assessment.;incollection;1
reference/cn/Schmidt14;2017-07-12;Calcium Buffering: Models of Ca 2+ Dynamics and Steady-State Approximations.;incollection;1
reference/cn/CrookGCVS14;2017-07-12;NeuroML.;incollection;5
reference/cn/OMaraD14;2017-07-12;Polypeptide and Protein Modeling for Drug Design.;incollection;2
reference/cn/Choe14;2017-07-12;Anti-Hebbian Learning.;incollection;1
reference/cn/Franc14;2017-07-12;Inward Rectifier Potassium Channels.;incollection;1
reference/cn/GolowaschN14;2017-07-12;Capacitance, Membrane.;incollection;2
reference/cn/Harris-Warrick14;2017-07-12;Locomotor Pattern Generation in the Rodent Spinal Cord.;incollection;1
reference/cn/BrittenHNMBC14;2017-07-12;FieldML.;incollection;6
reference/cn/Rainer14;2017-07-12;Local Field Potential in the Visual System.;incollection;1
reference/cn/Queisser14;2017-07-12;Transcriptional Control Dysfunction, Modeling.;incollection;1
reference/cn/Torres14b;2017-07-12;Perceptron Learning.;incollection;1
reference/cn/LyttonM14;2017-07-12;Deterministic Reaction-Diffusion Simulators.;incollection;2
reference/cn/HukKY14;2017-07-12;Accumulation of Evidence in Decision Making.;incollection;3
reference/cn/LinaroG14;2017-07-12;Markov Models of Ion Channels.;incollection;2
reference/cn/RosaMBP14;2017-07-12;Local Field Potential and Deep Brain Stimulation (DBS).;incollection;4
reference/cn/OgawaM14;2017-07-12;Cercal System.;incollection;2
reference/cn/Smith14;2017-07-12;Computational Models of Mammalian Respiratory CPG.;incollection;1
reference/cn/Houghton14;2019-10-19;Metric Space Analysis of Neural Information Flow.;incollection;1
reference/cn/WilliamsHM14;2017-07-12;Neuromodulation in Small Networks.;incollection;3
reference/cn/Kozma14;2020-10-28;Neural Mass Action.;incollection;1
reference/cn/Roberts14b;2017-07-12;Rhythm Generation in Young Xenopus Tadpoles.;incollection;1
reference/cn/Hyvarinen14a;2017-07-12;Topographic Independent Component Analysis.;incollection;1
reference/cn/Borst14;2017-07-12;Visual Motion Detection in Drosophila.;incollection;1
reference/cn/Abeles14;2017-07-12;Spatial Temporal Spike Pattern Analysis.;incollection;1
reference/cn/WhiteH14;2017-07-12;Neuronal Model Output Fitness Function.;incollection;2
reference/cn/BarnettC14;2017-07-12;Bifurcation Analysis.;incollection;2
reference/cn/Liley14b;2017-07-12;Neural Population Model.;incollection;1
reference/cn/Wodlinger14;2020-10-26;Peripheral Nerve Signal Processing, Source Localization.;incollection;1
reference/cn/Guinan14;2017-07-12;Physiology and Function of Cochlear Efferents.;incollection;1
reference/cn/Penny14;2017-07-12;Imaging Analysis, Bayesian.;incollection;1
reference/cn/Sterratt14b;2017-07-12;Nernst Equation.;incollection;1
reference/cn/Einevoll14;2017-07-12;Extracellular Potentials, Forward Modeling of.;incollection;1
reference/cn/GriffithMT14;2018-11-14;Spike Timing-Dependent Plasticity (STDP), Biophysical Models.;incollection;3
reference/cn/Butera14;2017-07-12;Coexistence of Bursting Regimes.;incollection;1
reference/cn/Martone14;2017-07-12;Cell Centered Database.;incollection;1
reference/cn/LogothetisP14;2017-07-12;Local Field Potential, Relationship to BOLD Signal.;incollection;2
reference/cn/HowellG14;2017-07-12;Computational Models to Optimize the Electrodes and Waveforms for Deep Brain Stimulation.;incollection;2
reference/cn/Cowan14;2017-07-12;Visual Hallucinations and Migraine Auras.;incollection;1
reference/cn/Tabot14;2017-07-12;Proprioception.;incollection;1
reference/cn/Abbott14;2017-07-12;Imaging, Specimen Preparation.;incollection;1
reference/cn/Heckman14;2017-07-12;Computational Models of Motor Pools.;incollection;1
reference/cn/ChoeKMA14;2017-07-12;Connectome, Mouse.;incollection;4
reference/cn/McPeek14;2017-07-12;Target Selection vs. Response Selection.;incollection;1
reference/cn/Golowasch14;2017-07-12;Stability and Homeostasis in Small Network Central Pattern Generators.;incollection;1
reference/cn/Davison14a;2017-07-12;PyNN: A Python API for Neural Network Modeling.;incollection;1
reference/cn/Romero-Ortega14;2017-07-12;Peripheral Nerve Interface, Regenerative.;incollection;1
reference/cn/GuerrierKH14;2017-07-12;Calcium Dynamics in Neuronal Microdomains: Modeling, Stochastic Simulations, and Data Analysis.;incollection;3
reference/cn/TaubLO14;2017-07-12;Local Field Potential, Relationship to Membrane Synaptic Potentials.;incollection;3
reference/cn/PolineK14;2017-07-12;Software for Neuroimaging Data Analysis.;incollection;2
reference/cn/SantamariaM14;2017-07-12;Diffusion Equation.;incollection;2
reference/cn/SchollP14;2017-07-12;Modeling the Emergence of Orientation Selectivity in the Cerebral Cortex.;incollection;2
reference/cn/IndiveriD14;2017-07-12;Neuromorphic Cognition.;incollection;2
reference/cn/ButeraN14;2017-07-12;Phase Response Curve, Topology of.;incollection;2
reference/cn/Elbasiouny14;2017-07-12;Morphologically Detailed Motoneuron Models.;incollection;1
reference/cn/Obermayer14;2017-07-12;Learning Rules: Overview.;incollection;1
reference/cn/Liley14a;2017-07-12;Mesoscopic Anatomy and Neural Population Models.;incollection;1
reference/cn/Steyn-RossSS14b;2017-07-12;Phase Transitions, Neural Population Models and.;incollection;3
reference/cn/Milton14;2017-07-12;Dynamics of Disease States: Overview.;incollection;1
reference/cn/LemayG14;2017-07-12;Intraspinal Stimulation.;incollection;2
reference/cn/Swindale14;2017-07-12;Cortical Maps: Activity-Dependent Development.;incollection;1
reference/cn/Tanaka-Yamamoto14;2017-07-12;Long Term Depression in the Granule Cell-Purkinje Cell Synapse.;incollection;1
reference/cn/JafriU14;2017-07-12;Calcium Waves.;incollection;2
reference/cn/MorenoC14;2017-07-12;Cardiac Excitable Tissue Pathology (Ion Channels).;incollection;2
reference/cn/Schaette14;2017-07-12;Tinnitus, Models.;incollection;1
reference/cn/JuusolaSH14;2017-07-12;Phototransduction Biophysics.;incollection;3
reference/cn/RobertsC14;2017-07-12;Cardiac Excitable Tissue Pathology (Ischemia).;incollection;2
reference/cn/DingR14;2017-07-12;Parametric Spectral Analysis.;incollection;2
reference/cn/WendlingM14;2017-07-12;Epilepsy, Neural Population Models of.;incollection;2
reference/cn/Dimitrov14;2017-07-12;Information Theory: Overview.;incollection;1
reference/cn/HrabetovaH14;2017-07-12;Brain Extracellular Space: A Compartment for Intercellular Communication and Drug Delivery.;incollection;2
reference/cn/Loeb14;2017-07-12;Spinal Cord, Integrated (Non CPG) Models of.;incollection;1
reference/cn/Bednar14;2017-07-12;Topographica.;incollection;1
reference/cn/Wiskott14;2017-07-12;Slow Feature Analysis.;incollection;1
reference/cn/Patterson14;2017-07-12;Pulse-Resonance Sounds.;incollection;1
reference/cn/BlackwellDE14;2017-07-12;Striatal Models, Cellular Detail.;incollection;3
reference/cn/Molaee-ArdekaniW14;2017-07-12;Transfer Function, Electrocortical.;incollection;2
reference/cn/HoriuchiM14;2017-07-12;Neuromorphic Sensors, Head Direction.;incollection;2
reference/cn/Torres14a;2017-07-12;Hopfield Network.;incollection;1
reference/cn/Jackson14a;2017-07-12;Theta, Gamma, and Cross-Frequency Coupling in the Hippocampus.;incollection;1
reference/cn/Hauri14;2017-07-12;Cx3D: Cortex Simulation in 3D.;incollection;1
reference/cn/Gerstein14;2017-07-12;Gravity Analysis of Parallel Spike Trains.;incollection;1
reference/cn/Schiefer14;2017-07-12;Peripheral Nerve Models.;incollection;1
reference/cn/DenhamW14;2017-07-12;Auditory Perceptual Organization.;incollection;2
reference/cn/BartolDF14;2017-07-12;MCell.;incollection;3
reference/cn/Rothman14;2017-07-12;Modeling Synapses.;incollection;1
reference/cn/Large14;2017-07-12;Rhythm Perception: Pulse and Meter.;incollection;1
reference/cn/KohB14;2017-07-12;Stochastic Simulators.;incollection;2
reference/cn/MartoneB14;2019-08-16;Neuroscience Information Framework (NIF).;incollection;2
reference/cn/Herman14;2017-07-12;Computational Models of Modulation of Oscillatory Dynamics.;incollection;1
reference/cn/RayL14;2017-07-12;Meta-analysis in Neuroimaging.;incollection;2
reference/cn/Gershman14a;2017-07-12;Computation with Dopaminergic Modulation.;incollection;1
reference/cn/TripathyG14;2017-07-12;NeuroElectro Project.;incollection;2
reference/cn/WinkelsteinJ14;2017-07-12;Biomechanical Model of Low Back Pain.;incollection;2
reference/cn/Gewaltig14;2017-07-12;Spiking Network Models and Theory: Overview.;incollection;1
reference/cn/Blackwell14a;2017-07-12;Calcium Pumps, Models of.;incollection;1
reference/cn/Nadim14;2017-07-12;Invertebrate Pattern Generation: Overview.;incollection;1
reference/cn/Garwicz14;2017-07-12;Olivocerebellar Pathway.;incollection;1
reference/cn/Kozma14a;2020-10-28;Neuropercolation and Neural Population Models.;incollection;1
reference/cn/Bednar14a;2017-07-12;Visual Aftereffects, Models of.;incollection;1
reference/cn/TassH14;2017-07-12;Deep Brain Stimulation (Models, Theory, Techniques): Overview.;incollection;2
reference/cn/Phillips14;2017-07-12;Sleep, Neural Population Models of.;incollection;1
reference/cn/Romero-Ortega14a;2017-07-12;Peripheral Nerves, Anatomy and Physiology of.;incollection;1
reference/cn/MartinezMN14;2019-10-19;Short-Term Synaptic Plasticity in Central Pattern Generators.;incollection;3
reference/cn/Schmuker14;2017-07-12;Neuronal Parameter Space Visualization.;incollection;1
reference/cn/Jackson14;2017-07-12;Recurrent Brain-Computer Interfaces.;incollection;1
reference/cn/Jones14;2017-07-12;Gamma-Aminobutyric Acid Type-A (GABA-A) Receptors, Kinetic Models.;incollection;1
reference/cn/MahanG14;2017-07-12;Neuronal Population Vector.;incollection;2
reference/cn/CabreraP14;2017-07-12;Human Balancing Tasks: Power Laws, Intermittency, and Lévy Flights.;incollection;2
reference/cn/HofstoetterDM14;2020-10-26;Paraspinal Magnetic and Transcutaneous Electrical Stimulation.;incollection;3
